blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,blueBaron,blueFirstBaron,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,redBaron,redFirstBaron,blueAirDragon,blueEarthDragon,blueWaterDragon,blueFireDragon,blueElderDragon,redAirDragon,redEarthDragon,redWaterDragon,redFireDragon,redElderDragon,blueChamps0,blueChamps1,blueChamps2,blueChamps3,blueChamps4,redChamps0,redChamps1,redChamps2,redChamps3,redChamps4
0,26434,3009,48,9.6,71,0,0,18,14,52,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27224,4149,47,9.4,88,0,1,14,18,29,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,111,98,236,85,51,103,235,58,90
1,25636,6236,45,9.0,77,0,1,12,12,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25282,4222,46,9.2,76,0,0,12,12,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,202,114,90,53,36,25,164,121,40
1,29775,5315,51,10.2,94,0,1,27,16,70,59,0,1,0,2,1,1,0,0,0,0,0,0,0,0,26616,5231,47,9.4,65,0,0,16,27,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,134,119,143,30,245,67,21,50,82
0,24313,6463,43,8.6,74,0,0,10,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26449,5249,48,9.6,72,0,1,17,10,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,121,63,142,96,53,35,4,77
1,25594,1909,46,9.2,74,0,0,14,19,36,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27442,4387,49,9.8,81,0,1,19,14,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,238,222,44,427,126,53,69,876,40
1,26146,2313,46,9.2,83,0,0,15,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28430,3797,47,9.4,97,0,1,16,15,37,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,6,110,63,117,101,107,29,39,876
1,25463,2013,47,9.4,77,0,0,12,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28055,4130,49,9.8,103,0,1,18,12,45,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,516,61,56,81,110,51,39,25,45
0,25890,7855,46,9.2,84,0,1,14,12,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25192,5407,46,9.2,83,0,0,12,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,43,245,84,76,53,777,90,22,21
0,24922,3292,44,8.8,94,0,0,11,13,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25807,8252,45,9.0,87,0,1,13,11,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,202,78,163,62,518,20,55,427,15
0,25611,5176,46,9.2,74,0,1,12,17,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26344,2114,46,9.2,84,0,0,17,12,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,3,96,8,432,45,110,99,101,32
0,27579,3364,49,9.8,88,0,0,19,19,55,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27769,2519,48,9.6,87,0,1,19,19,54,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,497,9,42,8,114,28,51,4,202
1,26900,3507,47,9.4,86,0,1,17,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26135,2425,45,9.0,83,0,0,14,17,40,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,24,26,266,518,134,432,143,15,875
1,24945,3425,45,9.0,95,0,1,9,8,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24185,1835,45,9.0,84,0,0,8,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,54,39,157,235,34,20,266,21,267
1,26467,4972,46,9.2,130,16,0,15,12,15,11,0,1,0,2,3,2,0,1,0,0,0,0,0,0,22530,2680,43,8.6,102,20,1,12,15,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,51,51,51,53,53,53,53,53
1,20222,3902,44,8.8,101,0,0,9,12,8,7,52,0,0,0,0,0,0,0,0,0,0,0,0,0,24416,1647,45,9.0,154,4,1,12,9,11,81,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,235,235,235,235,420,420,420,420,420
0,11538,2803,31,6.2,185,35,0,1,3,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13116,3271,30,6.0,195,53,1,3,1,5,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,6,43,104,202,236,51,412,876,8
0,12384,4189,30,6.0,182,36,0,2,8,4,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14489,1619,32,6.4,190,54,1,8,2,5,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,517,235,104,98,126,145,89,876,4
0,13205,3400,28,5.6,182,41,1,3,7,3,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14811,1711,30,6.0,187,42,0,7,3,14,18,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12,64,517,4,51,429,875,8,3,104
1,25011,4021,46,9.2,81,0,0,11,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24442,5192,45,9.0,75,0,1,8,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,105,21,22,235,222,89,45,1,133
0,26730,2660,48,9.6,67,0,0,16,25,47,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28549,2949,51,10.2,64,0,1,25,16,59,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,81,64,432,161,50,12,86,523,63
0,26821,2896,46,9.2,82,0,0,16,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28102,5522,48,9.6,91,0,1,21,16,64,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,13,86,246,99,39,110,50,412,105
0,26932,3652,47,9.4,81,0,0,16,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29396,5724,50,10.0,82,0,1,24,16,56,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,34,126,105,29,84,5,16,223,134
1,15727,3422,31,6.2,175,47,1,10,6,17,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13547,2347,29,5.8,168,40,0,6,10,5,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,104,22,89,245,81,876,3,164,111
1,11908,1378,30,6.0,172,54,0,2,4,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13077,2882,31,6.2,189,43,1,4,2,4,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,84,141,96,117,81,142,120,875,126
0,12274,2599,28,5.6,178,38,1,3,3,4,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12031,2731,30,6.0,184,44,0,3,3,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,202,78,104,8,876,29,117,164,84
0,15698,3813,31,6.2,194,40,1,7,3,10,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12212,2342,28,5.6,155,44,0,3,7,2,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,84,64,51,25,777,99,203,117,235
1,14141,3206,32,6.4,192,44,1,6,3,4,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12610,2885,29,5.8,171,43,0,3,6,5,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,120,81,432,114,429,236,76,875,3
1,28061,5493,48,9.6,81,0,1,22,17,55,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26684,3049,47,9.4,90,0,0,17,22,37,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,432,40,27,86,34,51,157,67,134
0,26745,2255,46,9.2,69,0,0,17,26,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31089,5039,50,10.0,101,0,1,26,17,53,0,0,1,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,516,126,54,99,50,133,223,102,131
1,13002,2677,30,6.0,155,44,1,5,6,2,11,2,0,0,0,0,0,0,0,0,1,1,0,0,0,11814,2134,28,5.6,123,32,0,6,5,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,157,81,84,37,203,238,236,98,77,17
1,13419,2619,29,5.8,136,46,0,7,9,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14647,3822,30,6.0,165,32,1,9,7,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,203,50,777,67,80,202,64,122,157
0,12228,2483,27,5.4,132,28,1,5,12,5,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15860,2575,30,6.0,164,46,0,12,5,14,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,117,245,875,12,55,61,104,202,80
1,14323,4348,31,6.2,189,44,1,7,5,4,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13321,1596,30,6.0,192,34,0,5,7,5,16,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,202,875,76,246,126,517,236,64,429,44
0,12738,2703,27,5.4,135,36,0,5,10,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16073,2873,31,6.2,204,36,1,10,5,9,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,876,235,126,268,61,120,51,99,39
1,13956,2426,31,6.2,193,41,1,7,3,5,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12145,2260,28,5.6,153,40,0,3,7,4,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,236,202,111,164,76,27,497,29,246
0,13274,3669,31,6.2,165,40,0,6,9,4,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14617,3667,31,6.2,165,52,1,9,6,5,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,876,89,235,39,80,114,28,22,58
1,11887,4137,30,6.0,169,52,0,2,5,2,12,5,0,0,0,0,0,0,0,0,1,1,0,0,0,13751,2626,30,6.0,197,32,1,5,2,2,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,145,246,89,102,84,39,12,202,164,28
0,13583,1778,28,5.6,147,24,0,7,5,8,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13815,2415,29,5.8,174,60,1,5,7,5,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,40,22,61,164,145,876,53,58,236
1,13526,4751,30,6.0,167,40,0,7,2,6,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12247,3121,29,5.8,178,48,1,2,7,2,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,58,875,235,164,81,103,76,133,98
0,11249,2049,29,5.8,158,32,0,1,8,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14361,3416,32,6.4,182,52,1,8,1,7,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,245,24,78,236,79,84,412,81,104,57
1,12821,3551,27,5.4,165,39,0,4,10,6,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14949,3269,29,5.8,154,32,1,10,4,13,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,38,22,27,104,555,136,60,875,126,202
1,12996,2226,30,6.0,184,39,0,3,4,3,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12771,3781,27,5.4,154,37,1,4,3,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,58,30,202,39,81,114,236,60,43
0,13872,1657,28,5.6,147,38,0,7,15,8,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18181,3756,32,6.4,191,41,1,15,7,26,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,117,412,119,55,145,80,266,120,245
0,13034,2324,30,6.0,181,46,0,5,3,3,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12811,3246,28,5.6,163,40,1,3,5,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,517,22,236,412,51,24,876,25,126
1,14901,2951,29,5.8,164,43,1,9,7,8,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14173,2623,29,5.8,177,32,0,7,9,8,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,78,246,8,104,429,80,517,20,266
1,13732,3407,30,6.0,188,58,0,4,1,6,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11835,3025,29,5.8,193,36,1,1,4,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,154,91,876,80,164,110,497,76,517
1,13918,4048,31,6.2,185,43,1,6,3,6,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12441,4541,30,6.0,163,42,0,3,6,6,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,876,80,235,157,12,517,22,104,41
0,11588,1243,29,5.8,167,39,0,2,6,2,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13136,1491,31,6.2,187,40,1,6,2,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,39,106,876,432,59,55,80,81,236
1,12886,2341,30,6.0,174,39,0,4,7,5,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13856,3281,30,6.0,156,37,1,7,4,11,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,104,80,222,142,875,432,60,164,81
1,13390,2340,30,6.0,168,52,0,5,5,5,13,1,0,0,0,0,0,0,0,0,1,1,0,0,0,13063,3538,30,6.0,157,45,1,5,5,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59,111,84,875,81,142,22,164,89,120
0,12456,1876,29,5.8,171,48,0,3,8,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14789,3084,31,6.2,182,47,1,8,3,4,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,164,18,64,875,58,777,44,67,76
1,13843,2323,29,5.8,160,40,1,6,5,7,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13215,900,29,5.8,152,44,0,5,6,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,84,79,7,236,121,412,222,154,245
0,12146,1091,27,5.4,147,33,0,4,4,6,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13536,1236,31,6.2,180,56,1,4,4,4,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,80,25,202,24,104,78,89,235,142
0,12467,2457,30,6.0,166,56,0,3,6,3,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13215,3215,30,6.0,160,44,1,6,3,4,13,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,43,81,76,57,236,523,104,78,12,105
1,13449,4014,29,5.8,161,46,1,5,3,5,13,1,0,0,0,0,0,0,0,0,1,1,0,0,0,11612,3172,27,5.4,151,34,0,3,5,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,24,245,350,104,81,421,41,412,84
1,12055,1380,30,6.0,199,48,0,1,1,0,14,2,0,0,0,0,0,0,0,0,1,1,0,0,0,11635,2765,29,5.8,178,41,1,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,202,104,10,84,16,8,106,58,236,875
0,14484,4269,31,6.2,179,48,0,7,5,7,13,4,0,0,0,0,0,0,0,0,1,1,0,0,0,14117,3722,29,5.8,170,44,1,5,7,7,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,203,429,875,24,84,51,104,114,99,61
0,11200,1450,26,5.2,152,28,1,2,4,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11693,1668,25,5.0,145,24,0,4,2,7,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,517,117,104,51,202,80,84,875,57
1,12940,1500,30,6.0,189,47,0,3,6,6,15,2,0,0,0,0,0,0,0,0,1,1,0,0,0,13348,1288,28,5.6,155,40,1,6,3,17,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,142,80,516,421,145,777,111,64,22,3
0,12645,2335,30,6.0,169,39,0,4,11,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16434,4034,32,6.4,196,53,1,11,4,7,19,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,84,104,51,412,164,58,102,236,80,202
0,14736,2531,29,5.8,189,44,1,7,5,10,20,5,0,0,0,0,0,0,0,0,1,1,0,0,0,13547,2572,31,6.2,181,40,0,5,7,10,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64,111,103,429,58,203,59,69,235,117
1,14494,5544,30,6.0,177,44,1,7,1,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11884,2869,29,5.8,195,40,0,1,7,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,875,163,20,78,67,76,145,79,61
0,13981,2731,30,6.0,177,40,1,5,7,6,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15037,1977,31,6.2,177,52,0,7,5,11,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,80,4,98,84,39,25,51,517,104
0,12181,3531,30,6.0,179,35,1,3,2,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12358,3958,30,6.0,206,38,0,2,3,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,201,517,64,106,22,412,104,164,4
1,27471,9446,47,9.4,93,0,1,14,15,42,23,0,1,0,2,1,1,0,0,0,0,0,0,0,0,26000,5965,47,9.4,87,0,0,15,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,98,81,7,51,11,16,238,266,267
0,27374,2846,49,9.8,87,0,0,19,23,40,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29094,2064,50,10.0,87,0,1,23,19,58,22,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,432,29,127,777,8,22,55,82,523
1,30844,1804,50,10.0,71,0,0,25,21,74,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,27967,4384,49,9.8,79,0,1,21,25,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,59,114,555,429,236,54,164,497,25
